cardnumber,cardname,page_title,card_type_raw,work_title,group,unit,cost,blade,blade_heart_raw,base_hearts_raw,required_hearts_raw,score,effect_text_raw,source_url,card_type_norm,base_hearts_counts_json,base_hearts_total,base_hearts_tags_json,required_hearts_counts_json,required_hearts_total,required_hearts_tags_json,blade_heart_counts_json,blade_heart_total,blade_heart_tags_json,effect_text_norm,effect_text_status,effect_text_is_no_ability,effect_tokens_json,tok_blade_icon_n,tok_energy_icon_n,tok_all_heart_n,tok_score_delta_icon,tok_unknown_tags_n,blade_heart_special_counts_json,blade_heart_draw_n,blade_heart_score_n,blade_heart_colorless_n,manual_override_applied,manual_override_reason
PL!SP-bp2-010,ウィーン・マルガレーテ,PL!SP-bp2-010 ウィーン・マルガレーテ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,KALEIDOSCORE,15.0,6.0,なし,<赤> 3 <黄> 2 <紫> 3,,,"<常時>
相手のライブカード置き場にあるすべてのライブカードは、成功させるための必要ハートが
<任意>
多くなる。
<ライブ開始時>
自分のステージにこのメンバー以外のメンバーが1人以上いる場合、ライブ終了時まで、エールによって公開される自分のカードの枚数が8枚減る。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-010%20%E3%82%A6%E3%82%A3%E3%83%BC%E3%83%B3%E3%83%BB%E3%83%9E%E3%83%AB%E3%82%AC%E3%83%AC%E3%83%BC%E3%83%86,MEMBER,{},0,[],{},0,[],{},0,[],"<常時>
相手のライブカード置き場にあるすべてのライブカードは、成功させるための必要ハートが
<任意>
多くなる。
<ライブ開始時>
自分のステージにこのメンバー以外のメンバーが1人以上いる場合、ライブ終了時まで、エールによって公開される自分のカードの枚数が8枚減る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-011,鬼塚冬毬,PL!SP-bp2-011 鬼塚冬毬 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,5yncri5e!,11.0,2.0,<黄>,<赤> 2 <黄> 2 <紫> 1,,,"<登場>
自分の控え室にある、カード名の異なるライブカードを2枚選ぶ。そうした場合、相手はそれらのカードのうち1枚を選ぶ。これにより相手に選ばれたカードを自分の手札に加える。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-011%20%E9%AC%BC%E5%A1%9A%E5%86%AC%E6%AF%AC,MEMBER,{},0,[],{},0,[],"{""yellow"": 1}",1,[],"<登場>
自分の控え室にある、カード名の異なるライブカードを2枚選ぶ。そうした場合、相手はそれらのカードのうち1枚を選ぶ。これにより相手に選ばれたカードを自分の手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-012,澁谷かのん,PL!SP-bp2-012 澁谷かのん - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,CatChu!,4.0,1.0,<赤>,<赤> 2,,,(なし),https://wikiwiki.jp/llocardgame/PL%21SP-bp2-012%20%E6%BE%81%E8%B0%B7%E3%81%8B%E3%81%AE%E3%82%93,MEMBER,{},0,[],{},0,[],"{""red"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-013,唐可可,PL!SP-bp2-013 唐可可 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,KALEIDOSCORE,9.0,2.0,なし,<赤> 1 <黄> 1 <紫> 2,,,"<登場>
自分の控え室からカードを1枚までデッキの一番上に置く。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-013%20%E5%94%90%E5%8F%AF%E5%8F%AF,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
自分の控え室からカードを1枚までデッキの一番上に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-014,嵐千砂都,PL!SP-bp2-014 嵐千砂都 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,5yncri5e!,9.0,2.0,なし,<赤> 1 <黄> 2 <紫> 1,,,"<登場>
自分の控え室からカードを1枚までデッキの一番上に置く。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-014%20%E5%B5%90%E5%8D%83%E7%A0%82%E9%83%BD,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
自分の控え室からカードを1枚までデッキの一番上に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-015,平安名すみれ,PL!SP-bp2-015 平安名すみれ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,CatChu!,4.0,1.0,なし,<赤> 1 <黄> 1,,,"<自動>
<ターン1回>
エールにより公開された自分のカードの中にブレードハートを持つカードがないとき、ライブ終了時まで、
<紫>
を得る。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-015%20%E5%B9%B3%E5%AE%89%E5%90%8D%E3%81%99%E3%81%BF%E3%82%8C,MEMBER,{},0,[],{},0,[],{},0,[],"<自動>
<ターン1回>
エールにより公開された自分のカードの中にブレードハートを持つカードがないとき、ライブ終了時まで、
<紫>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-016,葉月恋,PL!SP-bp2-016 葉月恋 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,KALEIDOSCORE,4.0,1.0,<紫>,<紫> 2,,,(なし),https://wikiwiki.jp/llocardgame/PL%21SP-bp2-016%20%E8%91%89%E6%9C%88%E6%81%8B,MEMBER,{},0,[],{},0,[],"{""purple"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-017,桜小路きな子,PL!SP-bp2-017 桜小路きな子 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,5yncri5e!,4.0,1.0,<黄>,<黄> 2,,,(なし),https://wikiwiki.jp/llocardgame/PL%21SP-bp2-017%20%E6%A1%9C%E5%B0%8F%E8%B7%AF%E3%81%8D%E3%81%AA%E5%AD%90,MEMBER,{},0,[],{},0,[],"{""yellow"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-018,米女メイ,PL!SP-bp2-018 米女メイ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,CatChu!,9.0,2.0,なし,<赤> 2 <黄> 1 <紫> 1,,,"<登場>
自分の控え室からカードを1枚までデッキの一番上に置く。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-018%20%E7%B1%B3%E5%A5%B3%E3%83%A1%E3%82%A4,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
自分の控え室からカードを1枚までデッキの一番上に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-019,若菜四季,PL!SP-bp2-019 若菜四季 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,5yncri5e!,4.0,0.0,<黄>,<黄> 1 <紫> 1,,,"<ライブ開始時>
<(E)>
支払ってもよい：ライブ終了時まで、
<(ブレード)>
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-019%20%E8%8B%A5%E8%8F%9C%E5%9B%9B%E5%AD%A3,MEMBER,{},0,[],{},0,[],"{""yellow"": 1}",1,[],"<ライブ開始時>
<(E)>
支払ってもよい：ライブ終了時まで、
<(ブレード)>
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 2, ""energy_icon_n"": 1, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",2,1,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-020,鬼塚夏美,PL!SP-bp2-020 鬼塚夏美 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,5yncri5e!,4.0,1.0,なし,<黄> 1 <紫> 1,,,"<自動>
<ターン1回>
エールにより公開された自分のカードの中にブレードハートを持つカードがないとき、ライブ終了時まで、
<赤>
を得る。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-020%20%E9%AC%BC%E5%A1%9A%E5%A4%8F%E7%BE%8E,MEMBER,{},0,[],{},0,[],{},0,[],"<自動>
<ターン1回>
エールにより公開された自分のカードの中にブレードハートを持つカードがないとき、ライブ終了時まで、
<赤>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-021,ウィーン・マルガレーテ,PL!SP-bp2-021 ウィーン・マルガレーテ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,KALEIDOSCORE,4.0,1.0,なし,<赤> 1 <紫> 1,,,"<自動>
<ターン1回>
エールにより公開された自分のカードの中にブレードハートを持つカードがないとき、ライブ終了時まで、
<黄>
を得る。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-021%20%E3%82%A6%E3%82%A3%E3%83%BC%E3%83%B3%E3%83%BB%E3%83%9E%E3%83%AB%E3%82%AC%E3%83%AC%E3%83%BC%E3%83%86,MEMBER,{},0,[],{},0,[],{},0,[],"<自動>
<ターン1回>
エールにより公開された自分のカードの中にブレードハートを持つカードがないとき、ライブ終了時まで、
<黄>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-022,鬼塚冬毬,PL!SP-bp2-022 鬼塚冬毬 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,5yncri5e!,4.0,0.0,<赤>,<赤> 1 <黄> 1,,,"<ライブ開始時>
<(E)>
支払ってもよい：ライブ終了時まで、
<(ブレード)>
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-022%20%E9%AC%BC%E5%A1%9A%E5%86%AC%E6%AF%AC,MEMBER,{},0,[],{},0,[],"{""red"": 1}",1,[],"<ライブ開始時>
<(E)>
支払ってもよい：ライブ終了時まで、
<(ブレード)>
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 2, ""energy_icon_n"": 1, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",2,1,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-023,Go!! リスタート,PL!SP-bp2-023 Go!! リスタート - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！スーパースター!!,Liella!,,,,<スコア+1>,,<赤> 1 <黄> 1 <紫> 1 <任意> 1 (合計4),1.0,"<ライブ開始時>
自分の成功ライブカード置き場のカード枚数が相手より少ない場合、このカードのスコアを+1する。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-023%20Go%21%21%20%E3%83%AA%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88,LIVE,{},0,[],{},4,[],{},0,[],"<ライブ開始時>
自分の成功ライブカード置き場のカード枚数が相手より少ない場合、このカードのスコアを+1する。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 1, ""colorless"": 0}",0,1,0,,
PL!SP-bp2-024,ビタミンSUMMER！,PL!SP-bp2-024 ビタミンSUMMER！ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！スーパースター!!,Liella!,,,,<黄> <ドロー+1>,,<赤> 1 <黄> 4 <紫> 1 <任意> 6 (合計12),5.0,"<ライブ成功時>
自分の手札の枚数が相手より多い場合、このカードのスコアを+1する。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-024%20%E3%83%93%E3%82%BF%E3%83%9F%E3%83%B3SUMMER%EF%BC%81,LIVE,{},0,[],{},12,[],"{""yellow"": 1}",1,[],"<ライブ成功時>
自分の手札の枚数が相手より多い場合、このカードのスコアを+1する。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 1, ""score"": 0, ""colorless"": 0}",1,0,0,,
PL!SP-bp2-025,Bubble Rise,PL!SP-bp2-025 Bubble Rise - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！スーパースター!!,Liella!,,,,<ALL>,,<赤> 2 <黄> 2 <紫> 2 <任意> 4 (合計10),4.0,"<ライブ成功時>
自分のステージに「澁谷かのん」、「ウィーン・マルガレーテ」、「鬼塚冬毬」のうち、名前の異なるメンバーが2枚以上いる場合、エールにより公開された自分のカードの中から、カードを1枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21SP-bp2-025%20Bubble%20Rise,LIVE,{},0,[],{},10,[],"{""all"": 1}",1,[],"<ライブ成功時>
自分のステージに「澁谷かのん」、「ウィーン・マルガレーテ」、「鬼塚冬毬」のうち、名前の異なるメンバーが2枚以上いる場合、エールにより公開された自分のカードの中から、カードを1枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-026,笑顔のPromise,PL!SP-bp2-026 笑顔のPromise - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！スーパースター!!,Liella!,,,,<ALL>,,<黄> 6 <任意> 3 (合計9),4.0,(なし),https://wikiwiki.jp/llocardgame/PL%21SP-bp2-026%20%E7%AC%91%E9%A1%94%E3%81%AEPromise,LIVE,{},0,[],{},9,[],"{""all"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp2-027,UNIVERSE!!,PL!SP-bp2-027 UNIVERSE!! - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！スーパースター!!,Liella!,,,,<赤> <ドロー+1>,,<赤> 3 <黄> 3 <紫> 3 <任意> 7 (合計16),7.0,(なし),https://wikiwiki.jp/llocardgame/PL%21SP-bp2-027%20UNIVERSE%21%21,LIVE,{},0,[],{},16,[],"{""red"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 1, ""score"": 0, ""colorless"": 0}",1,0,0,,
PL!SP-bp4-001,澁谷かのん,PL!SP-bp4-001 澁谷かのん - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,CatChu!,4.0,2.0,<黄>,<黄> 1,,,"<登場>
自分のステージいるメンバーが『Liella!』のみで、かつ自分のエネルギーが7枚以上ある場合、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。",https://wikiwiki.jp/llocardgame/PL%21SP-bp4-001%20%E6%BE%81%E8%B0%B7%E3%81%8B%E3%81%AE%E3%82%93,MEMBER,{},0,[],{},0,[],"{""yellow"": 1}",1,[],"<登場>
自分のステージいるメンバーが『Liella!』のみで、かつ自分のエネルギーが7枚以上ある場合、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp4-002,唐可可,PL!SP-bp4-002 唐可可 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,KALEIDOSCORE,2.0,1.0,<紫>,<紫> 1,,,"<登場>
このメンバーをウェイトにしてもよい：自分のデッキの上からカードを4枚見る。その中から必要ハートの合計が8以上の『
Liella!
』のライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21SP-bp4-002%20%E5%94%90%E5%8F%AF%E5%8F%AF,MEMBER,{},0,[],{},0,[],"{""purple"": 1}",1,[],"<登場>
このメンバーをウェイトにしてもよい：自分のデッキの上からカードを4枚見る。その中から必要ハートの合計が8以上の『
Liella!
』のライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp4-003,嵐千砂都,PL!SP-bp4-003 嵐千砂都 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,5yncri5e!,7.0,0.0,なし,<赤> 1 <黄> 1 <紫> 1,,,"<登場>
<左サイド>
<右サイド>
カードを2枚引き、手札を2枚控え室に置く。
（この能力は左サイドエリアか右サイドエリアに登場した場合のみ発動する。）
<常時>
<センター>
<(ブレード)>
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21SP-bp4-003%20%E5%B5%90%E5%8D%83%E7%A0%82%E9%83%BD,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
<左サイド>
<右サイド>
カードを2枚引き、手札を2枚控え室に置く。
（この能力は左サイドエリアか右サイドエリアに登場した場合のみ発動する。）
<常時>
<センター>
<(ブレード)>
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 2, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",2,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp4-004,平安名すみれ,PL!SP-bp4-004 平安名すみれ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,CatChu!,22.0,6.0,なし,<赤> 3 <黄> 3 <紫> 2,,,"<常時>
このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。
<登場>
<センター>
『Liella!』のメンバー2人からバトンタッチして登場している場合、カードを2枚引き、自分の控え室にあるコスト4以下の『Liella!』のメンバーカード1枚を自分のステージのメンバーのいないエリアに登場させる。",https://wikiwiki.jp/llocardgame/PL%21SP-bp4-004%20%E5%B9%B3%E5%AE%89%E5%90%8D%E3%81%99%E3%81%BF%E3%82%8C,MEMBER,{},0,[],{},0,[],{},0,[],"<常時>
このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。
<登場>
<センター>
『Liella!』のメンバー2人からバトンタッチして登場している場合、カードを2枚引き、自分の控え室にあるコスト4以下の『Liella!』のメンバーカード1枚を自分のステージのメンバーのいないエリアに登場させる。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp4-005,葉月恋,PL!SP-bp4-005 葉月恋 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,KALEIDOSCORE,15.0,4.0,<紫>,<赤> 1 <黄> 2 <紫> 3,,,"<登場>
『Liella!』のメンバーからバトンタッチして登場しており、かつ自分のエネルギーが7枚以上ある場合、自分のエネルギーデッキから、エネルギーカードを2枚ウェイト状態で置く。
<常時>
自分のエネルギーが10枚以上あるかぎり、
<(ブレード)>
<(ブレード)>
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21SP-bp4-005%20%E8%91%89%E6%9C%88%E6%81%8B,MEMBER,{},0,[],{},0,[],"{""purple"": 1}",1,[],"<登場>
『Liella!』のメンバーからバトンタッチして登場しており、かつ自分のエネルギーが7枚以上ある場合、自分のエネルギーデッキから、エネルギーカードを2枚ウェイト状態で置く。
<常時>
自分のエネルギーが10枚以上あるかぎり、
<(ブレード)>
<(ブレード)>
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 3, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",3,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp4-006,桜小路きな子,PL!SP-bp4-006 桜小路きな子 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,5yncri5e!,13.0,6.0,<黄>,<赤> 1 <黄> 2 <紫> 1,,,"<ライブ成功時>
エールにより公開された自分のカードの中に、名前が異なる『Liella!』のメンバーカードが3枚以上ある場合、エールにより公開された自分のカードの中から『Liella!』のライブカードを1枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21SP-bp4-006%20%E6%A1%9C%E5%B0%8F%E8%B7%AF%E3%81%8D%E3%81%AA%E5%AD%90,MEMBER,{},0,[],{},0,[],"{""yellow"": 1}",1,[],"<ライブ成功時>
エールにより公開された自分のカードの中に、名前が異なる『Liella!』のメンバーカードが3枚以上ある場合、エールにより公開された自分のカードの中から『Liella!』のライブカードを1枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!SP-bp4-007,米女メイ,PL!SP-bp4-007 米女メイ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！スーパースター!!,Liella!,CatChu!,11.0,1.0,<赤>,<赤> 3 <黄> 2 <紫> 1,,,"<自動>
<ターン1回>
このメンバーがエリアを移動したとき、自分の控え室から、スコア3以下の『Liella!』のライブカードを1枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21SP-bp4-007%20%E7%B1%B3%E5%A5%B3%E3%83%A1%E3%82%A4,MEMBER,{},0,[],{},0,[],"{""red"": 1}",1,[],"<自動>
<ターン1回>
このメンバーがエリアを移動したとき、自分の控え室から、スコア3以下の『Liella!』のライブカードを1枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
