cardnumber,cardname,card_type,field,raw,raw_parsed,stored_counts,runtime_counts,stored_blank,runtime_blank_after_patch
PL!S-sd1-007,国木田花丸,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-sd1-008,小原鞠莉,MEMBER,base,<緑> 1,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!S-sd1-008,小原鞠莉,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!S-sd1-009,黒澤ルビィ,MEMBER,base,<赤> 1 <緑> 1 <青> 1,"{""blue"": 1, ""green"": 1, ""red"": 1}",{},"{""blue"": 1, ""green"": 1, ""red"": 1}",1,0
PL!S-sd1-010,高海千歌,MEMBER,base,<赤> 2,"{""red"": 2}",{},"{""red"": 2}",1,0
PL!S-sd1-010,高海千歌,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!S-sd1-011,桜内梨子,MEMBER,base,<青> 2,"{""blue"": 2}",{},"{""blue"": 2}",1,0
PL!S-sd1-011,桜内梨子,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-sd1-012,松浦果南,MEMBER,base,<赤> 1 <緑> 2 <青> 1,"{""blue"": 1, ""green"": 2, ""red"": 1}",{},"{""blue"": 1, ""green"": 2, ""red"": 1}",1,0
PL!S-sd1-013,黒澤ダイヤ,MEMBER,base,<緑> 1,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!S-sd1-013,黒澤ダイヤ,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!S-sd1-014,渡辺曜,MEMBER,base,<赤> 1,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!S-sd1-014,渡辺曜,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!S-sd1-015,津島善子,MEMBER,base,<青> 1,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-sd1-015,津島善子,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-sd1-016,国木田花丸,MEMBER,base,<緑> 2,"{""green"": 2}",{},"{""green"": 2}",1,0
PL!S-sd1-016,国木田花丸,MEMBER,blade_heart,<緑>,"{""green"": 1}",{},"{""green"": 1}",1,0
PL!S-sd1-017,小原鞠莉,MEMBER,base,<青> 1,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-sd1-017,小原鞠莉,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-sd1-018,黒澤ルビィ,MEMBER,base,<赤> 1,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!S-sd1-018,黒澤ルビィ,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!S-sd1-019,未来の僕らは知ってるよ,LIVE,required,<赤> 1 <緑> 1 <青> 1 (合計3),"{""blue"": 1, ""green"": 1, ""red"": 1}",{},"{""blue"": 1, ""green"": 1, ""red"": 1}",1,0
PL!S-sd1-019,未来の僕らは知ってるよ,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!S-sd1-020,JIMO-AI Dash!,LIVE,required,<赤> 1 <緑> 1 <青> 1 <任意> 3 (合計6),"{""any"": 3, ""blue"": 1, ""green"": 1, ""red"": 1}",{},"{""any"": 3, ""blue"": 1, ""green"": 1, ""red"": 1}",1,0
PL!S-sd1-020,JIMO-AI Dash!,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!S-sd1-020,JIMO-AI Dash!,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!S-sd1-021,永久hours,LIVE,required,<赤> 2 <緑> 2 <青> 2 <任意> 4 (合計10),"{""any"": 4, ""blue"": 2, ""green"": 2, ""red"": 2}",{},"{""any"": 4, ""blue"": 2, ""green"": 2, ""red"": 2}",1,0
PL!S-sd1-021,永久hours,LIVE,blade_heart,<青> <ドロー+1>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!S-sd1-021,永久hours,LIVE,blade_heart_tags,<青> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!S-sd1-022,Jump up HIGH!!,LIVE,required,<赤> 2 <緑> 2 <青> 2 <任意> 9 (合計15),"{""any"": 9, ""blue"": 2, ""green"": 2, ""red"": 2}",{},"{""any"": 9, ""blue"": 2, ""green"": 2, ""red"": 2}",1,0
PL!S-sd1-022,Jump up HIGH!!,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!SP-PR-003,澁谷かのん,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-PR-003,澁谷かのん,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-PR-004,唐可可,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-PR-005,嵐千砂都,MEMBER,base,<黄> 3,"{""yellow"": 3}",{},"{""yellow"": 3}",1,0
PL!SP-PR-006,平安名すみれ,MEMBER,base,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-PR-007,葉月恋,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-PR-007,葉月恋,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-PR-008,桜小路きな子,MEMBER,base,<黄> 3,"{""yellow"": 3}",{},"{""yellow"": 3}",1,0
PL!SP-PR-009,米女メイ,MEMBER,base,<赤> 2 <黄> 1 <紫> 1,"{""purple"": 1, ""red"": 2, ""yellow"": 1}",{},"{""purple"": 1, ""red"": 2, ""yellow"": 1}",1,0
PL!SP-PR-010,若菜四季,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-PR-010,若菜四季,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-PR-011,鬼塚夏美,MEMBER,base,<赤> 2 <黄> 1 <紫> 1,"{""purple"": 1, ""red"": 2, ""yellow"": 1}",{},"{""purple"": 1, ""red"": 2, ""yellow"": 1}",1,0
PL!SP-PR-012,ウィーン・マルガレーテ,MEMBER,base,<赤> 2 <黄> 1 <紫> 1,"{""purple"": 1, ""red"": 2, ""yellow"": 1}",{},"{""purple"": 1, ""red"": 2, ""yellow"": 1}",1,0
PL!SP-PR-013,鬼塚冬毬,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-PR-016,嵐千砂都,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!SP-PR-017,ウィーン・マルガレーテ,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-PR-017,ウィーン・マルガレーテ,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-PR-018,澁谷かのん,MEMBER,base,<赤> 1,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-PR-020,桜小路きな子,MEMBER,base,<黄> 3 <紫> 3,"{""purple"": 3, ""yellow"": 3}",{},"{""purple"": 3, ""yellow"": 3}",1,0
PL!SP-PR-020,桜小路きな子,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-PR-021,澁谷かのん,MEMBER,base,<赤> 1 <紫> 1,"{""purple"": 1, ""red"": 1}",{},"{""purple"": 1, ""red"": 1}",1,0
PL!SP-PR-022,若菜四季,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-PR-024,平安名すみれ,MEMBER,base,<赤> 1,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp1-001,澁谷かのん,MEMBER,base,<nolink(赤)> 1 <nolink(黄)> 1 <紫> 3,"{""purple"": 3}",{},"{""purple"": 3}",1,0
PL!SP-bp1-002,唐可可,MEMBER,base,<赤> 1 <黄> 1,"{""red"": 1, ""yellow"": 1}",{},"{""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp1-003,嵐千砂都,MEMBER,base,<赤> 1 <黄> 1 <紫> 2,"{""purple"": 2, ""red"": 1, ""yellow"": 1}",{},"{""purple"": 2, ""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp1-004,平安名すみれ,MEMBER,base,<赤> 2 <黄> 2 <紫> 2,"{""purple"": 2, ""red"": 2, ""yellow"": 2}",{},"{""purple"": 2, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp1-004,平安名すみれ,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-005,葉月恋,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-005,葉月恋,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-006,桜小路きな子,MEMBER,base,<赤> 1 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp1-007,米女メイ,MEMBER,base,<赤> 2 <黄> 2 <紫> 2,"{""purple"": 2, ""red"": 2, ""yellow"": 2}",{},"{""purple"": 2, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp1-007,米女メイ,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-008,若菜四季,MEMBER,base,<赤> 2 <黄> 1 <紫> 2,"{""purple"": 2, ""red"": 2, ""yellow"": 1}",{},"{""purple"": 2, ""red"": 2, ""yellow"": 1}",1,0
PL!SP-bp1-008,若菜四季,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp1-009,鬼塚夏美,MEMBER,base,<赤> 1 <黄> 1 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp1-010,ウィーン・マルガレーテ,MEMBER,base,<赤> 1 <黄> 2 <紫> 2,"{""purple"": 2, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 2, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp1-011,鬼塚冬毬,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-011,鬼塚冬毬,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-012,澁谷かのん,MEMBER,base,<黄> 2,"{""yellow"": 2}",{},"{""yellow"": 2}",1,0
PL!SP-bp1-013,唐可可,MEMBER,base,<赤> 1 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp1-014,嵐千砂都,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!SP-bp1-014,嵐千砂都,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-015,平安名すみれ,MEMBER,base,<赤> 1 <紫> 1,"{""purple"": 1, ""red"": 1}",{},"{""purple"": 1, ""red"": 1}",1,0
PL!SP-bp1-015,平安名すみれ,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-bp1-016,葉月恋,MEMBER,base,<赤> 1 <黄> 1,"{""red"": 1, ""yellow"": 1}",{},"{""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp1-016,葉月恋,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp1-017,桜小路きな子,MEMBER,base,<赤> 2 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 2, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp1-017,桜小路きな子,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-018,米女メイ,MEMBER,base,<黄> 2 <紫> 2,"{""purple"": 2, ""yellow"": 2}",{},"{""purple"": 2, ""yellow"": 2}",1,0
PL!SP-bp1-019,若菜四季,MEMBER,base,<赤> 2 <黄> 1 <紫> 2,"{""purple"": 2, ""red"": 2, ""yellow"": 1}",{},"{""purple"": 2, ""red"": 2, ""yellow"": 1}",1,0
PL!SP-bp1-019,若菜四季,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp1-020,鬼塚夏美,MEMBER,base,<黄> 2,"{""yellow"": 2}",{},"{""yellow"": 2}",1,0
PL!SP-bp1-020,鬼塚夏美,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-021,ウィーン・マルガレーテ,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-022,鬼塚冬毬,MEMBER,base,<赤> 2 <黄> 2 <紫> 2,"{""purple"": 2, ""red"": 2, ""yellow"": 2}",{},"{""purple"": 2, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp1-022,鬼塚冬毬,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-bp1-023,START!! True dreams,LIVE,required,<赤> 1 <黄> 1 <紫> 1 <任意> 1 (合計4),"{""any"": 1, ""purple"": 1, ""red"": 1, ""yellow"": 1}",{},"{""any"": 1, ""purple"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp1-023,START!! True dreams,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!SP-bp1-024,Tiny Stars,LIVE,required,<桃> 1 <青> 1 <任意> 6 (合計8),"{""any"": 6, ""blue"": 1, ""pink"": 1}",{},"{""any"": 6, ""blue"": 1, ""pink"": 1}",1,0
PL!SP-bp1-024,Tiny Stars,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!SP-bp1-024,Tiny Stars,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!SP-bp1-025,Starlight Prologue,LIVE,required,<黄> 1 <紫> 1 <任意> 3 (合計5),"{""any"": 3, ""purple"": 1, ""yellow"": 1}",{},"{""any"": 3, ""purple"": 1, ""yellow"": 1}",1,0
PL!SP-bp1-025,Starlight Prologue,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!SP-bp1-025,Starlight Prologue,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!SP-bp1-026,未来予報ハレルヤ！,LIVE,required,<赤> 2 <黄> 2 <紫> 2 <任意> 2 (合計8),"{""any"": 2, ""purple"": 2, ""red"": 2, ""yellow"": 2}",{},"{""any"": 2, ""purple"": 2, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp1-026,未来予報ハレルヤ！,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!SP-bp1-026,未来予報ハレルヤ！,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!SP-bp1-027,Sing！Shine！Smile！,LIVE,required,<赤> 3 <黄> 3 <紫> 3 <任意> 5 (合計14),"{""any"": 5, ""purple"": 3, ""red"": 3, ""yellow"": 3}",{},"{""any"": 5, ""purple"": 3, ""red"": 3, ""yellow"": 3}",1,0
PL!SP-bp1-027,Sing！Shine！Smile！,LIVE,blade_heart,<黄> <ドロー+1>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp1-027,Sing！Shine！Smile！,LIVE,blade_heart_tags,<黄> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!SP-bp2-001,澁谷かのん,MEMBER,base,<赤> 2 <黄> 2 <紫> 2,"{""purple"": 2, ""red"": 2, ""yellow"": 2}",{},"{""purple"": 2, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp2-001,澁谷かのん,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp2-002,唐可可,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-bp2-002,唐可可,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-bp2-003,嵐千砂都,MEMBER,base,<赤> 1 <紫> 1,"{""purple"": 1, ""red"": 1}",{},"{""purple"": 1, ""red"": 1}",1,0
PL!SP-bp2-004,平安名すみれ,MEMBER,base,<赤> 1 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp2-005,葉月恋,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp2-005,葉月恋,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp2-006,桜小路きな子,MEMBER,base,<赤> 1 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp2-007,米女メイ,MEMBER,base,<赤> 1 <黄> 1,"{""red"": 1, ""yellow"": 1}",{},"{""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp2-008,若菜四季,MEMBER,base,<赤> 1 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp2-009,鬼塚夏美,MEMBER,base,<赤> 1 <黄> 3 <紫> 2,"{""purple"": 2, ""red"": 1, ""yellow"": 3}",{},"{""purple"": 2, ""red"": 1, ""yellow"": 3}",1,0
PL!SP-bp2-009,鬼塚夏美,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp2-010,ウィーン・マルガレーテ,MEMBER,base,<赤> 3 <黄> 2 <紫> 3,"{""purple"": 3, ""red"": 3, ""yellow"": 2}",{},"{""purple"": 3, ""red"": 3, ""yellow"": 2}",1,0
PL!SP-bp2-011,鬼塚冬毬,MEMBER,base,<赤> 2 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 2, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp2-011,鬼塚冬毬,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp2-012,澁谷かのん,MEMBER,base,<赤> 2,"{""red"": 2}",{},"{""red"": 2}",1,0
PL!SP-bp2-012,澁谷かのん,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp2-013,唐可可,MEMBER,base,<赤> 1 <黄> 1 <紫> 2,"{""purple"": 2, ""red"": 1, ""yellow"": 1}",{},"{""purple"": 2, ""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp2-014,嵐千砂都,MEMBER,base,<赤> 1 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp2-015,平安名すみれ,MEMBER,base,<赤> 1 <黄> 1,"{""red"": 1, ""yellow"": 1}",{},"{""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp2-016,葉月恋,MEMBER,base,<紫> 2,"{""purple"": 2}",{},"{""purple"": 2}",1,0
PL!SP-bp2-016,葉月恋,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-bp2-017,桜小路きな子,MEMBER,base,<黄> 2,"{""yellow"": 2}",{},"{""yellow"": 2}",1,0
PL!SP-bp2-017,桜小路きな子,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp2-018,米女メイ,MEMBER,base,<赤> 2 <黄> 1 <紫> 1,"{""purple"": 1, ""red"": 2, ""yellow"": 1}",{},"{""purple"": 1, ""red"": 2, ""yellow"": 1}",1,0
PL!SP-bp2-019,若菜四季,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!SP-bp2-019,若菜四季,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp2-020,鬼塚夏美,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!SP-bp2-021,ウィーン・マルガレーテ,MEMBER,base,<赤> 1 <紫> 1,"{""purple"": 1, ""red"": 1}",{},"{""purple"": 1, ""red"": 1}",1,0
PL!SP-bp2-022,鬼塚冬毬,MEMBER,base,<赤> 1 <黄> 1,"{""red"": 1, ""yellow"": 1}",{},"{""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp2-022,鬼塚冬毬,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp2-023,Go!! リスタート,LIVE,required,<赤> 1 <黄> 1 <紫> 1 <任意> 1 (合計4),"{""any"": 1, ""purple"": 1, ""red"": 1, ""yellow"": 1}",{},"{""any"": 1, ""purple"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp2-023,Go!! リスタート,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!SP-bp2-024,ビタミンSUMMER！,LIVE,required,<赤> 1 <黄> 4 <紫> 1 <任意> 6 (合計12),"{""any"": 6, ""purple"": 1, ""red"": 1, ""yellow"": 4}",{},"{""any"": 6, ""purple"": 1, ""red"": 1, ""yellow"": 4}",1,0
PL!SP-bp2-024,ビタミンSUMMER！,LIVE,blade_heart,<黄> <ドロー+1>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp2-024,ビタミンSUMMER！,LIVE,blade_heart_tags,<黄> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!SP-bp2-025,Bubble Rise,LIVE,required,<赤> 2 <黄> 2 <紫> 2 <任意> 4 (合計10),"{""any"": 4, ""purple"": 2, ""red"": 2, ""yellow"": 2}",{},"{""any"": 4, ""purple"": 2, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp2-025,Bubble Rise,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!SP-bp2-025,Bubble Rise,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!SP-bp2-026,笑顔のPromise,LIVE,required,<黄> 6 <任意> 3 (合計9),"{""any"": 3, ""yellow"": 6}",{},"{""any"": 3, ""yellow"": 6}",1,0
PL!SP-bp2-026,笑顔のPromise,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!SP-bp2-026,笑顔のPromise,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!SP-bp2-027,UNIVERSE!!,LIVE,required,<赤> 3 <黄> 3 <紫> 3 <任意> 7 (合計16),"{""any"": 7, ""purple"": 3, ""red"": 3, ""yellow"": 3}",{},"{""any"": 7, ""purple"": 3, ""red"": 3, ""yellow"": 3}",1,0
PL!SP-bp2-027,UNIVERSE!!,LIVE,blade_heart,<赤> <ドロー+1>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp2-027,UNIVERSE!!,LIVE,blade_heart_tags,<赤> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!SP-bp4-001,澁谷かのん,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp4-001,澁谷かのん,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp4-002,唐可可,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-bp4-002,唐可可,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-bp4-003,嵐千砂都,MEMBER,base,<赤> 1 <黄> 1 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp4-004,平安名すみれ,MEMBER,base,<赤> 3 <黄> 3 <紫> 2,"{""purple"": 2, ""red"": 3, ""yellow"": 3}",{},"{""purple"": 2, ""red"": 3, ""yellow"": 3}",1,0
PL!SP-bp4-005,葉月恋,MEMBER,base,<赤> 1 <黄> 2 <紫> 3,"{""purple"": 3, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 3, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp4-005,葉月恋,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!SP-bp4-006,桜小路きな子,MEMBER,base,<赤> 1 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 2}",1,0
PL!SP-bp4-006,桜小路きな子,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp4-007,米女メイ,MEMBER,base,<赤> 3 <黄> 2 <紫> 1,"{""purple"": 1, ""red"": 3, ""yellow"": 2}",{},"{""purple"": 1, ""red"": 3, ""yellow"": 2}",1,0
PL!SP-bp4-007,米女メイ,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp4-008,若菜四季,MEMBER,base,<赤> 2 <黄> 2 <紫> 2,"{""purple"": 2, ""red"": 2, ""yellow"": 2}",{},"{""purple"": 2, ""red"": 2, ""yellow"": 2}",1,0
PL!SP-bp4-008,若菜四季,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!SP-bp4-009,鬼塚夏美,MEMBER,base,<赤> 1 <黄> 1 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp4-010,ウィーン・マルガレーテ,MEMBER,base,<黄> 2 <紫> 1,"{""purple"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""yellow"": 2}",1,0
PL!SP-bp4-011,鬼塚冬毬,MEMBER,base,<赤> 1 <黄> 1 <紫> 1,"{""purple"": 1, ""red"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""red"": 1, ""yellow"": 1}",1,0
PL!SP-bp4-012,澁谷かのん,MEMBER,base,<赤> 2,"{""red"": 2}",{},"{""red"": 2}",1,0
PL!SP-bp4-012,澁谷かのん,MEMBER,blade_heart,<赤>,"{""red"": 1}",{},"{""red"": 1}",1,0
PL!SP-bp4-013,唐可可,MEMBER,base,<赤> 1,"{""red"": 1}",{},"{""red"": 1}",1,0
