family_key,audit_id,cardnumber,cardname,trigger,family_size,selection_reason
nijigasaki_effect_activated_energy_stage_score_manual|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-037#A01,PL!N-pb1-037,Cara Tesoro,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
success_or_live_required_color_count_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-038#A01,PL!N-pb1-038,PHOENIX,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
success_or_live_required_color_count_stage_color_group_member_gain_icons|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-039#A01,PL!N-pb1-039,Stellar Stream,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_same_name_group_reduce_required_any|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-pb1-042#A01,PL!N-pb1-042,Eternalize Love!!,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
other_stage_group_members_gain_blades_until_end_live|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-sd1-001#A02,PL!N-sd1-001,上原歩夢,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_blade_total_gte_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-sd1-028#A01,PL!N-sd1-028,Dream with You,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
activate_stage_group_member_one|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!N-sd2-025#A01,PL!N-sd2-025,ワンダーメイツ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_self_or_opponent_green_live_bottom_draw|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-PR-041#A01,PL!S-PR-041,黒澤ルビィ,登場,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_baton_from_cost_member_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-PR-045#A01,PL!S-PR-045,津島善子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_member_heart_any_color_upto_n|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp2-005#A01,PL!S-bp2-005,渡辺曜,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
green_members_cost_sum_le_to_stage|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp2-006#A01,PL!S-bp2-006,津島善子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
bottomdeck_green_kind_upto_n|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp2-008#A01,PL!S-bp2-008,小原鞠莉,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
put_yell_revealed_type_upto_deck_bottom|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp2-021#A01,PL!S-bp2-021,未体験HORIZON,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_deck_refreshed_this_turn_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp2-022#A01,PL!S-bp2-022,未熟DREAMER,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_zone_other_group_exists_all_stage_members_blade|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp2-023#A01,PL!S-bp2-023,MY舞☆TONIGHT,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_score_gt_opponent_apply|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp3-002#A01,PL!S-bp3-002,桜内梨子,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
gain_blade_per_discarded_card_self|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp3-003#A02,PL!S-bp3-003,松浦果南,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_count_less_than_opponent_apply|confirm_effect|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp3-005#A01,PL!S-bp3-005,渡辺曜,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
retrieve_live_then_energy_activate_if_picked_group_score_gte|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp3-008#A01,PL!S-bp3-008,小原鞠莉,起動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_no_revealed_no_bh_or_excess_set_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp3-019#A01,PL!S-bp3-019,MIRACLE WAVE,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_member_blade_gte_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp3-025#A01,PL!S-bp3-025,"SUKI for you, DREAM for you!",ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_baton_from_no_ability_member_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-001#A01,PL!S-bp5-001,高海千歌,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
retrieve_by_context_discarded_group_live|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-003#A01,PL!S-bp5-003,松浦果南,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_heart_for_entered_stage_members_except_group_until_end_live|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-005#A01,PL!S-bp5-005,渡辺曜,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_member_heart_color_min|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-007#A01,PL!S-bp5-007,国木田花丸,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
retrieve_group_any_then_gain_blades|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-009#A01,PL!S-bp5-009,黒澤ルビィ,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_heart_total_opponent_live_start_required_notice|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-010#A01,PL!S-bp5-010,高海千歌,登場,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_zone_required_color_sum_gain_heart|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-013#A01,PL!S-bp5-013,黒澤ダイヤ,ライブ開始時,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_then_hand_bottom|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-014#A01,PL!S-bp5-014,渡辺曜,登場,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_higher_than_all_opponent_cost_gain_icons|confirm_effect|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-016#A01,PL!S-bp5-016,国木田花丸,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_success_or_opponent_count_apply|confirm_effect|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-019#A01,PL!S-bp5-019,not ALONE not HITORI,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
moved_stage_members_gain_icons_until_end_live|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-022#A01,PL!S-bp5-022,SELF CONTROL!!,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_live_count_gt_opponent_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-022#A02,PL!S-bp5-022,SELF CONTROL!!,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_two_groups_cost_sum_topdeck_green_lives|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-023#A01,PL!S-bp5-023,Awaken the power,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
position_change_to_group_area|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp5-111#A01,PL!S-bp5-111,鹿角聖良,起動,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_zone_group_only_required_color_sum_gain_all|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-002#A02,PL!S-bp6-002,桜内梨子,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_storage_count_choose_group_live_no_live_start_topdeck_gain_icons|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-004#A01,PL!S-bp6-004,黒澤ダイヤ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_member_heart_all_colors|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-005#A01,PL!S-bp6-005,渡辺曜,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_then_gain_icons_if_entry_from_waiting|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-006#A01,PL!S-bp6-006,津島善子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
success_empty_opponent_success_gte_stage_group_upto_live_total_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-007#A01,PL!S-bp6-007,国木田花丸,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_score_tag_group_live_total_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-009#A02,PL!S-bp6-009,黒澤ルビィ,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw2_discard1_if_entry_from_waiting|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-011#A01,PL!S-bp6-011,桜内梨子,登場,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
mill_top_k_to_waiting|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-012#A01,PL!S-bp6-012,松浦果南,登場,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
score_draw_then_hand_top_or_bottom_if_all_stage_group|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-019#A01,PL!S-bp6-019,Step! ZERO to ONE,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_live_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-023#A01,PL!S-bp6-023,GALAXY HidE and SeeK,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_opponent_loses_excess_then_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp6-024#A01,PL!S-bp6-024,コワレヤスキ,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_if_stage_group_cost_gte|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-002#A01,PL!S-bp7-002,桜内梨子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_self_top1_optional_bottom|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-003#A01,PL!S-bp7-003,松浦果南,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
green_member_any_to_stage_member_under|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-005#A01,PL!S-bp7-005,渡辺曜,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_under_cards_gain_blade|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-005#A02,PL!S-bp7-005,渡辺曜,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_bottomdeck_green_group_cards_upto|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-019#A01,PL!S-bp7-019,なんどだって約束！,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_all_active_reduce_required_any|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-020#A01,PL!S-bp7-020,HAPPY PARTY TRAIN,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
bottom_deck_one_group_member_reduce_required_any|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-020#A02,PL!S-bp7-020,HAPPY PARTY TRAIN,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_count_bottom_deck_member_tiers_draw_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-021#A01,PL!S-bp7-021,僕らの旅は終わらない,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_group_member_colored_each_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-bp7-022#A02,PL!S-bp7-022,恋になりたいAQUARIUM,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
opponent_hand_gt_by_n_retrieve_live|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-001#A01,PL!S-pb1-001,高海千歌,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
opponent_optional_discard_live_else_total_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-002#A01,PL!S-pb1-002,桜内梨子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
replace_original_hearts_all_one_color|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-003#A01,PL!S-pb1-003,松浦果南,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
retrieve_yell_live|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-003#A02,PL!S-pb1-003,松浦果南,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_live_count_put_wait_energy|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-007#A01,PL!S-pb1-007,国木田花丸,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_self_or_opponent_topk_reorder_keep_any|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-008#A01,PL!S-pb1-008,小原鞠莉,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_member_heart_or_live_required|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-013#A01,PL!S-pb1-013,黒澤ダイヤ,登場,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_heart_total_disable_live_success|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-019#A01,PL!S-pb1-019,元気全開DAY！DAY！DAY！,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_heart_total_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-020#A01,PL!S-pb1-020,トリコリコPLEASE!!,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_stage_group_heart_color_total_and_opponent_no_excess_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-021#A01,PL!S-pb1-021,Strawberry Trapper,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_same_score_prevent_success_zone_notice|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-pb1-022#A01,PL!S-pb1-022,逃走迷走メビウスループ,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
optional_draw_then_hand_top|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-sd1-004#A01,PL!S-sd1-004,黒澤ダイヤ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
retrieve_waiting_score_tag_group_live_1|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-sd1-007#A01,PL!S-sd1-007,国木田花丸,起動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
revealed_card_top_or_bottom_gain_blade|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-sd1-009#A01,PL!S-sd1-009,黒澤ルビィ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_stage_group_member_count_draw_discard_same|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-sd1-020#A01,PL!S-sd1-020,JIMO-AI Dash!,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_members_gain_blades_until_end_live|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!S-sd1-022#A01,PL!S-sd1-022,Jump up HIGH!!,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_if_energy_gte|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-PR-003#A01,PL!SP-PR-003,澁谷かのん,登場,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_put_wait_n|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-PR-004#A01,PL!SP-PR-004,唐可可,登場,11,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
gain_blade_draw_if_discarded_live|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-PR-009#A01,PL!SP-PR-009,米女メイ,ライブ開始時,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_group_card_count_put_wait_energy|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-PR-018#A01,PL!SP-PR-018,澁谷かのん,ライブ成功時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_left_side_draw|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp1-002#A01,PL!SP-bp1-002,唐可可,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_ren_bp1005_top5_liella_card_optional|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp1-005#A01,PL!SP-bp1-005,葉月恋,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_gte_retrieve_live|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp1-007#A01,PL!SP-bp1-007,米女メイ,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_then_stage_named_exists_draw|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp1-008#A01,PL!SP-bp1-008,若菜四季,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
two_named_stage_members_gain_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp1-024#A01,PL!SP-bp1-024,Tiny Stars,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_stage_named_pair_draw|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp1-024#A02,PL!SP-bp1-024,Tiny Stars,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_green_distinct_group_names_use_cost_override_notice|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp1-026#A01,PL!SP-bp1-026,未来予報ハレルヤ！,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_gte_this_card_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp1-027#A01,PL!SP-bp1-027,Sing！Shine！Smile！,ライブ開始時,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
disable_stage_group_live_start_then_retrieve|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-001#A01,PL!SP-bp2-001,澁谷かのん,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_cost_ge_any|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-002#A01,PL!SP-bp2-002,唐可可,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
retrieve_baton_old_group_member_to_hand|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-006#A01,PL!SP-bp2-006,桜小路きな子,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
hand_count_div_gain_blades_until_end_live|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-009#A01,PL!SP-bp2-009,鬼塚夏美,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
other_stage_member_count_yell_reveal_delta|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-010#A02,PL!SP-bp2-010,ウィーン・マルガレーテ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
green_distinct_live_names_opponent_choose_to_hand|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-011#A01,PL!SP-bp2-011,鬼塚冬毬,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
topdeck_green_any_upto1|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-013#A01,PL!SP-bp2-013,唐可可,登場,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
opponent_success_count_greater_this_card_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-023#A01,PL!SP-bp2-023,Go!! リスタート,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_hand_count_gt_opponent_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-024#A01,PL!SP-bp2-024,ビタミンSUMMER！,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_stage_named_list_distinct_apply|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp2-025#A01,PL!SP-bp2-025,Bubble Rise,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_only_group_energy_gte_put_wait|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-001#A01,PL!SP-bp4-001,澁谷かのん,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_group_live_required_total_ge|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-002#A01,PL!SP-bp4-002,唐可可,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_baton_from_group_member_count_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-004#A02,PL!SP-bp4-004,平安名すみれ,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
baton_from_group_and_energy_gte_put_wait_energy|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-005#A01,PL!SP-bp4-005,葉月恋,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_energy_gte_gain_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-005#A02,PL!SP-bp4-005,葉月恋,常時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_revealed_distinct_group_member_apply|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-006#A01,PL!SP-bp4-006,桜小路きな子,ライブ成功時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
position_change_optional|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-008#A03,PL!SP-bp4-008,若菜四季,ライブ開始時,7,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_or_stage_movement_self_event_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-011#A01,PL!SP-bp4-011,鬼塚冬毬,自動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
gain_blade_if_self_moved_this_turn|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-017#A01,PL!SP-bp4-017,桜小路きな子,ライブ開始時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
gain_blade_per_paid_energy_self|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-022#A01,PL!SP-bp4-022,鬼塚冬毬,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
chosen_names_and_other_group_member_gain_blades|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-023#A01,PL!SP-bp4-023,Dazzling Game,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
