cardnumber,field,audit_value,runtime_value,severity,notes
PL!SP-bp5-111,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-bp5-222,base_hearts_counts_json,<桃> 1 <赤> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-bp5-222,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-bp7-014,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-bp7-014,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-001,base_hearts_counts_json,<赤> 4 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-001,base_hearts_counts_json_vs_reparsed,{},"{""red"": 4, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-002,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 4,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-002,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 4}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-003,base_hearts_counts_json,<赤> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-003,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-004,base_hearts_counts_json,<赤> 2 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-004,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-005,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-005,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-006,base_hearts_counts_json,<赤> 2 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-006,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-007,base_hearts_counts_json,<赤> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-007,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-008,base_hearts_counts_json,<赤> 3 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-008,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-009,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-009,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-010,base_hearts_counts_json,<紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-010,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-011,base_hearts_counts_json,<赤> 2 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-011,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-012,base_hearts_counts_json,<赤> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-012,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-013,base_hearts_counts_json,<紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-013,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-014,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-014,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-015,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-015,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-016,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-016,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-017,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-017,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-018,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-018,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-019,base_hearts_counts_json,<赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-019,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-020,base_hearts_counts_json,<赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-020,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-021,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-021,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-022,base_hearts_counts_json,<赤> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-022,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-023,required_hearts_counts_json,<赤> 4 <任意> 4 (合計8),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-023,required_hearts_counts_json_vs_reparsed,{},"{""red"": 4, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-024,required_hearts_counts_json,<紫> 8 <任意> 7 (合計15),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-024,required_hearts_counts_json_vs_reparsed,{},"{""purple"": 8, ""any"": 7}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-025,required_hearts_counts_json,<赤> 4 <紫> 4 <任意> 6 (合計14),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-025,required_hearts_counts_json_vs_reparsed,{},"{""red"": 4, ""purple"": 4, ""any"": 6}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb1-026,required_hearts_counts_json,<赤> 3 <紫> 3 <任意> 4 (合計10),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb1-026,required_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""purple"": 3, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-000,base_hearts_counts_json,<赤> 2 <黄> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-000,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-001,base_hearts_counts_json,<赤> 3 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-001,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-002,base_hearts_counts_json,<赤> 2 <黄> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-002,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-003,base_hearts_counts_json,<赤> 2 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-003,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-004,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-004,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-005,base_hearts_counts_json,<赤> 3 <黄> 3 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-005,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""yellow"": 3, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-006,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-006,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-007,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-007,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-008,base_hearts_counts_json,<赤> 2 <黄> 3 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-008,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 3, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-009,base_hearts_counts_json,<赤> 2 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-009,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-010,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-010,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-011,base_hearts_counts_json,<赤> 2 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-011,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-012,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-012,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-013,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-013,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-014,base_hearts_counts_json,<赤> 2 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-014,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-015,base_hearts_counts_json,<赤> 3 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-015,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-016,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-016,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-017,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-017,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-018,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-018,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-019,base_hearts_counts_json,<赤> 2 <黄> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-019,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-020,base_hearts_counts_json,<赤> 2 <黄> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-020,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-021,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-021,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-022,base_hearts_counts_json,<赤> 1 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-022,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-023,base_hearts_counts_json,<赤> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-023,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-024,base_hearts_counts_json,<紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-024,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-025,base_hearts_counts_json,<紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-025,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-026,base_hearts_counts_json,<赤> 3 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-026,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-027,base_hearts_counts_json,<黄> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-027,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-028,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-028,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-029,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-029,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-030,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-030,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-031,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-031,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-032,base_hearts_counts_json,<紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-032,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-033,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-033,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-034,base_hearts_counts_json,<赤> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-034,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-035,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-035,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-036,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-036,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-037,base_hearts_counts_json,<赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-037,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-038,base_hearts_counts_json,<紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-038,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-039,base_hearts_counts_json,<赤> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-039,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-040,base_hearts_counts_json,<赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-040,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-041,base_hearts_counts_json,<赤> 2 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-041,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-042,base_hearts_counts_json,<赤> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-042,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-043,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-043,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-044,base_hearts_counts_json,<赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-044,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-045,required_hearts_counts_json,<赤> 3 <黄> 3 <紫> 4 <任意> 2 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-045,required_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""yellow"": 3, ""purple"": 4, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-046,required_hearts_counts_json,<紫> 3 <任意> 3 (合計6),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-046,required_hearts_counts_json_vs_reparsed,{},"{""purple"": 3, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-047,required_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1 (合計3),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-047,required_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-048,required_hearts_counts_json,<赤> 6 <任意> 9 (合計15),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-048,required_hearts_counts_json_vs_reparsed,{},"{""red"": 6, ""any"": 9}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-049,required_hearts_counts_json,<赤> 1 <黄> 1 <紫> 6 <任意> 4 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-049,required_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 6, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!SP-pb2-050,required_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1 <任意> 2 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-pb2-050,required_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-001,base_hearts_counts_json,<赤> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-001,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-002,base_hearts_counts_json,<赤> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-002,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-003,base_hearts_counts_json,<赤> 3 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-003,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-004,base_hearts_counts_json,<赤> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-004,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-005,base_hearts_counts_json,<赤> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-005,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-006,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-006,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-007,base_hearts_counts_json,<赤> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-007,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-008,base_hearts_counts_json,<紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-008,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-009,base_hearts_counts_json,<赤> 2 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-009,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-010,base_hearts_counts_json,<赤> 3 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-010,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-011,base_hearts_counts_json,<赤> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-011,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-012,base_hearts_counts_json,<赤> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-012,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-013,base_hearts_counts_json,<紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-013,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-014,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-014,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-015,base_hearts_counts_json,<赤> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-015,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-016,base_hearts_counts_json,<(赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-017,base_hearts_counts_json,<赤> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
