audit_id,cardnumber,cardname,trigger,implementation_status,implementation_files,implementation_symbols,matcher_or_rule,pending_kind,resolve_path,ui_render_path,implementation_style,reachable,duplicate_route_suspected,dead_route_suspected,notes
PL!S-sd1-002#A01,PL!S-sd1-002,桜内梨子,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_group_card_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-003#A01,PL!S-sd1-003,松浦果南,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_group_type,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-004#A01,PL!S-sd1-004,黒澤ダイヤ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,optional_draw_then_hand_top,optional_draw_then_hand_top,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-005#A01,PL!S-sd1-005,渡辺曜,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-006#A01,PL!S-sd1-006,津島善子,登場,IMPLEMENTED,llocg_ui/engine.py,green_member_cost_le_to_empty_area,green_member_cost_le_group_to_empty_area,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-007#A01,PL!S-sd1-007,国木田花丸,起動,IMPLEMENTED,llocg_ui/engine.py,retrieve_score_tag_group_live,retrieve_waiting_score_tag_group_live_1,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-008#A01,PL!S-sd1-008,小原鞠莉,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-009#A01,PL!S-sd1-009,黒澤ルビィ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,revealed_card_top_or_bottom_gain_blade,revealed_card_top_or_bottom_gain_blade,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-013#A01,PL!S-sd1-013,黒澤ダイヤ,登場,IMPLEMENTED,llocg_ui/engine.py,mill_top_to_green,mill_top_k_to_waiting,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-014#A01,PL!S-sd1-014,渡辺曜,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-015#A01,PL!S-sd1-015,津島善子,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-017#A01,PL!S-sd1-017,小原鞠莉,登場,IMPLEMENTED,llocg_ui/engine.py,draw_then_hand_to_deck_bottom,draw_then_hand_bottom,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-018#A01,PL!S-sd1-018,黒澤ルビィ,登場,IMPLEMENTED,llocg_ui/engine.py,draw_then_hand_to_deck_bottom,draw_then_hand_bottom,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-019#A01,PL!S-sd1-019,未来の僕らは知ってるよ,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,retrieve_from_yell,retrieve_yell_group_live,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-020#A01,PL!S-sd1-020,JIMO-AI Dash!,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_stage_group_member_count_draw_discard_same,live_success_stage_group_member_count_draw_discard_same,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!S-sd1-022#A01,PL!S-sd1-022,Jump up HIGH!!,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_group_members_gain_blades_until_end_live,stage_group_members_gain_blades_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-003#A01,PL!SP-PR-003,澁谷かのん,登場,IMPLEMENTED,llocg_ui/engine.py,draw_if,draw_if_energy_gte,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-004#A01,PL!SP-PR-004,唐可可,登場,IMPLEMENTED,llocg_ui/engine.py,energy_put_wait,energy_put_wait_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-006#A01,PL!SP-PR-006,平安名すみれ,登場,IMPLEMENTED,llocg_ui/engine.py,energy_put_wait,energy_put_wait_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-007#A01,PL!SP-PR-007,葉月恋,登場,IMPLEMENTED,llocg_ui/engine.py,draw_if,draw_if_energy_gte,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-009#A01,PL!SP-PR-009,米女メイ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_draw_if_discarded_live,gain_blade_draw_if_discarded_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-010#A01,PL!SP-PR-010,若菜四季,登場,IMPLEMENTED,llocg_ui/engine.py,draw_if,draw_if_energy_gte,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-011#A01,PL!SP-PR-011,鬼塚夏美,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_draw_if_discarded_live,gain_blade_draw_if_discarded_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-012#A01,PL!SP-PR-012,ウィーン・マルガレーテ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_draw_if_discarded_live,gain_blade_draw_if_discarded_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-013#A01,PL!SP-PR-013,鬼塚冬毬,登場,IMPLEMENTED,llocg_ui/engine.py,energy_put_wait,energy_put_wait_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-016#A01,PL!SP-PR-016,嵐千砂都,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,retrieve_from_yell,retrieve_yell_cost2member_or_score2live,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-017#A01,PL!SP-PR-017,ウィーン・マルガレーテ,起動,IMPLEMENTED,llocg_ui/engine.py,draw,draw_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-018#A01,PL!SP-PR-018,澁谷かのん,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_revealed_group_card_count_put_wait_energy,live_success_revealed_group_card_count_put_wait_energy,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-020#A01,PL!SP-PR-020,桜小路きな子,登場,IMPLEMENTED,llocg_ui/engine.py,enter_baton_from_lower_cost_member_wrapper,enter_baton_from_lower_cost_member_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-021#A01,PL!SP-PR-021,澁谷かのん,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,conditional_opponent_wait_manual,conditional_opponent_wait_manual,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-022#A01,PL!SP-PR-022,若菜四季,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-PR-024#A01,PL!SP-PR-024,平安名すみれ,自動,IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-PR-025#A01,PL!SP-PR-025,唐可可,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_energy_exact_gain_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-PR-026#A01,PL!SP-PR-026,鬼塚夏美,ライブ開始時,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!SP-PR-026#A02,PL!SP-PR-026,鬼塚夏美,常時,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!SP-bp1-001#A01,PL!SP-bp1-001,澁谷かのん,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp1-002#A01,PL!SP-bp1-002,唐可可,登場,IMPLEMENTED,llocg_ui/engine.py,enter_left_side_draw,enter_left_side_draw,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-003#A01,PL!SP-bp1-003,嵐千砂都,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,manual_review_reason=nested_granted_ability_runtime | nested_granted_ability_count=1
PL!SP-bp1-004#A01,PL!SP-bp1-004,平安名すみれ,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp1-005#A01,PL!SP-bp1-005,葉月恋,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_ren_bp1005_top5_liella_card_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-006#A01,PL!SP-bp1-006,桜小路きな子,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_until_end_live,gain_blade_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-007#A01,PL!SP-bp1-007,米女メイ,登場,IMPLEMENTED,llocg_ui/engine.py,energy_gte_retrieve_live,energy_gte_retrieve_live,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-008#A01,PL!SP-bp1-008,若菜四季,登場,IMPLEMENTED,llocg_ui/engine.py,draw_then_stage_named_exists_draw,draw_then_stage_named_exists_draw,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-009#A01,PL!SP-bp1-009,鬼塚夏美,起動,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-010#A01,PL!SP-bp1-010,ウィーン・マルガレーテ,起動,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_group,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-011#A01,PL!SP-bp1-011,鬼塚冬毬,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-012#A01,PL!SP-bp1-012,澁谷かのん,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,look_top3_choose_one_to_hand_rest_green,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-021#A01,PL!SP-bp1-021,ウィーン・マルガレーテ,登場,IMPLEMENTED,llocg_ui/engine.py,energy_put_wait,energy_put_wait_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-023#A01,PL!SP-bp1-023,START!! True dreams,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_total_score_gt_opponent_wrapper,live_total_score_gt_opponent_wrapper,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-024#A01,PL!SP-bp1-024,Tiny Stars,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,two_named_stage_members_gain_icons,two_named_stage_members_gain_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-024#A02,PL!SP-bp1-024,Tiny Stars,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_stage_named_pair_draw,live_success_stage_named_pair_draw,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-026#A01,PL!SP-bp1-026,未来予報ハレルヤ！,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,use_cost_override_notice,stage_green_distinct_group_names_use_cost_override_notice,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp1-027#A01,PL!SP-bp1-027,Sing！Shine！Smile！,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,energy_gte_this_card_score,energy_gte_this_card_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-001#A01,PL!SP-bp2-001,澁谷かのん,登場,IMPLEMENTED,llocg_ui/engine.py,disable_stage_group_live_start_then_retrieve,disable_stage_group_live_start_then_retrieve,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-001#A02,PL!SP-bp2-001,澁谷かのん,ライブ開始時,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!SP-bp2-002#A01,PL!SP-bp2-002,唐可可,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_cost_ge_any,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-003#A01,PL!SP-bp2-003,嵐千砂都,自動,IMPLEMENTED,llocg_ui/engine.py,stage_movement_self_event_wrapper,stage_movement_self_event_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-004#A01,PL!SP-bp2-004,平安名すみれ,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp2-005#A01,PL!SP-bp2-005,葉月恋,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_group,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-006#A01,PL!SP-bp2-006,桜小路きな子,登場,IMPLEMENTED,llocg_ui/engine.py,retrieve_baton_old_group_member_to_hand,retrieve_baton_old_group_member_to_hand,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-006#A02,PL!SP-bp2-006,桜小路きな子,起動,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!SP-bp2-006#A03,PL!SP-bp2-006,桜小路きな子,登場,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!SP-bp2-006#A04,PL!SP-bp2-006,桜小路きな子,登場,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!SP-bp2-007#A01,PL!SP-bp2-007,米女メイ,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_group_type,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-008#A01,PL!SP-bp2-008,若菜四季,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp2-009#A01,PL!SP-bp2-009,鬼塚夏美,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,hand_count_div_gain_blades_until_end_live,hand_count_div_gain_blades_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-009#A02,PL!SP-bp2-009,鬼塚夏美,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-010#A01,PL!SP-bp2-010,ウィーン・マルガレーテ,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp2-010#A02,PL!SP-bp2-010,ウィーン・マルガレーテ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,other_stage_member_count_yell_reveal_delta,other_stage_member_count_yell_reveal_delta,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-011#A01,PL!SP-bp2-011,鬼塚冬毬,登場,IMPLEMENTED,llocg_ui/engine.py,green_distinct_live_names_opponent_choose_to_hand,green_distinct_live_names_opponent_choose_to_hand,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-013#A01,PL!SP-bp2-013,唐可可,登場,IMPLEMENTED,llocg_ui/engine.py,topdeck_from_green,topdeck_green_any_upto1,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-014#A01,PL!SP-bp2-014,嵐千砂都,登場,IMPLEMENTED,llocg_ui/engine.py,topdeck_from_green,topdeck_green_any_upto1,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-015#A01,PL!SP-bp2-015,平安名すみれ,自動,IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp2-018#A01,PL!SP-bp2-018,米女メイ,登場,IMPLEMENTED,llocg_ui/engine.py,topdeck_from_green,topdeck_green_any_upto1,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-019#A01,PL!SP-bp2-019,若菜四季,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_until_end_live,gain_blade_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-020#A01,PL!SP-bp2-020,鬼塚夏美,自動,IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp2-021#A01,PL!SP-bp2-021,ウィーン・マルガレーテ,自動,IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp2-022#A01,PL!SP-bp2-022,鬼塚冬毬,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_until_end_live,gain_blade_until_end_live,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-023#A01,PL!SP-bp2-023,Go!! リスタート,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,opponent_success_count_greater_this_card_score,opponent_success_count_greater_this_card_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-024#A01,PL!SP-bp2-024,ビタミンSUMMER！,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_hand_count_gt_opponent_score,live_success_hand_count_gt_opponent_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp2-025#A01,PL!SP-bp2-025,Bubble Rise,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_stage_named_list_distinct_apply,live_success_stage_named_list_distinct_apply,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-001#A01,PL!SP-bp4-001,澁谷かのん,登場,IMPLEMENTED,llocg_ui/engine.py,stage_only_group_energy_gte_put_wait,stage_only_group_energy_gte_put_wait,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-002#A01,PL!SP-bp4-002,唐可可,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_group_live_required_total_ge,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-003#A01,PL!SP-bp4-003,嵐千砂都,登場,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-003#A02,PL!SP-bp4-003,嵐千砂都,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp4-004#A01,PL!SP-bp4-004,平安名すみれ,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!SP-bp4-004#A02,PL!SP-bp4-004,平安名すみれ,登場,IMPLEMENTED,llocg_ui/engine.py,enter_baton_from_group_member_count_wrapper,enter_baton_from_group_member_count_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-005#A01,PL!SP-bp4-005,葉月恋,登場,IMPLEMENTED,llocg_ui/engine.py,baton_from_group_and_energy_gte_put_wait_energy,baton_from_group_and_energy_gte_put_wait_energy,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-005#A02,PL!SP-bp4-005,葉月恋,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_energy_gte_gain_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-006#A01,PL!SP-bp4-006,桜小路きな子,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_revealed_distinct_group_member_apply,live_success_revealed_distinct_group_member_apply,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-007#A01,PL!SP-bp4-007,米女メイ,自動,IMPLEMENTED,llocg_ui/engine.py,stage_movement_self_event_wrapper,stage_movement_self_event_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-008#A01,PL!SP-bp4-008,若菜四季,登場,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-008#A02,PL!SP-bp4-008,若菜四季,登場,IMPLEMENTED,llocg_ui/engine.py,energy_activate,energy_activate_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-008#A03,PL!SP-bp4-008,若菜四季,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,position_change_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!SP-bp4-009#A01,PL!SP-bp4-009,鬼塚夏美,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
